ext_id,current_name,former_name,type,document,district,guide_area,year_1956,year_1946,year_1940,year_1936,uuid
372,Hector,Hector,str.,,Cetate,"E3, E4",Hector,Hector,,Hector,2dc06d08-fa67-4e8d-9ccd-1d2325ec9ad7
373,Heinrich Heine,Heine Heirich,str.,,Medicinei,E3,Prota Popovici,Prota Popovici,,Prota Popovici,83e719e6-dcdf-4f11-926f-513965ee57cd
836,Henri Coandă,Tulnicului,str.,HCJ 23/1993,Medicinei,E4,Palipa Pavel General,Palipa Pavel General,,Palipa Pavel General,b620a3e8-2ed9-4f03-955b-f00e42fce902
2148,Henriette Delavrancea - Gibony,Stradă Nouă,str.,HCJ 5/2000,Lipovei,E11,,,,,24b8b925-1b44-45ef-9a83-518fed67659f
375,Herculane,Herculane,str.,,Fratelia,"B9,B10,C10",,,,,bd2c4879-857e-439f-80c6-8196253f4b83
376,Herodot,Herodot,str.,,Lunei,G5,Herodot,Herodot,,Herodot,991ba35b-f583-4ac7-9105-78c0d7e19d3d
1051,Herţa,Brateş,str.,HCJ 23/1993,Mehalaii-Mircea Cel Bătrân,"A2, A3",Cernescu Lazăr,Rotariu I.,,Rotariu I,5bf9dba4-eb69-4e4a-8403-c9a29ae781ad
378,Holdelor,Holdelor,str.,,"Lipovei, I.I.Brad",E I,Holdelor,Suchan,,Suchan,289dc090-3630-40cc-8f1a-05335557a597
379,Homorod,Homorod,str.,,Ronaţ,"Z4, Y4",Popescu Nicolae,Popescu Nicolae,,Popescu Nicolae,3c9b517e-35de-41c5-83bb-29774a2de763
381,Horia,Horia,str.,,"Mehala Ii, Mircea Cel Bătrân","A2, B2, B3",Horia,Horia,,Horia,f06eb9b4-42f2-4fe7-b4c3-d0200731f98c
2078,Horia Creangă,Str. Nouă,str.,HCJ 5/2000,Lipovei,E11,,,,,2b760eef-961f-4af2-979a-075f5d1df608
2111,Horia Hulubei,Str Nouă,str.,HCL 57/2004,"C. Aradului, Sere",,,,,,97ba698f-4e5d-457c-8f2b-f8053b152617
1052,Horia Măcelariu,Padeşului,str.,HCJ 23/1993,Lipovei Viilor,"E I, E II",,,,,668d1c21-4f44-4161-8ea0-cd26946a6b6c
718,Hotinului,Rubinului,alee,HCJ 23/1993,Bucovina,C1,,,,,8ef00e41-d4bd-4ab3-84fa-7e5508b611ad
122,Iancu Brezeanu,Brezeanu Iancu,str.,,Mircea Cel Bătrân,B3,Brănuţiu,Brănuţiu,,Brănuţiu,cdd2901a-8202-4606-8970-6925533cf97f
498,Iancu Flondor,Mehedinţi,str.,HCJ 23/1993,Bucovina,"B1,B2,C2",Sas Andrei,Leucuţa martir,Leucuţa martir,Leucuţa martir,fa182866-d9e8-49f2-b2a2-e4d88aa4584c
384,Iancu Huniade,Huniade Iancu,piaţă,,"Cetate, Loga",D4,Huniade Iancu,,,,8c78253f-f182-466a-9c9e-3adb91ff8ee0
864,Iancu Văcărescu,Văcărescu Iancu,str.,,Iosefin,"B6, B7",Văcărescu Iancu,Văcărescu Iancu,Văcărescu Iancu,Văcărescu Iancu,fb220a34-a90d-4161-a8b0-ad5ffc1dc0d5
995,Ianos Bolyai,Pietrosul,str.,HCJ 23/1993,Cetate,D4,Pietrosu,Stroiescu,,Stroiescu,3e3f08ad-a62e-4fca-b705-766b99363581
387,Iasomiei,Iasomiei,intr.,,"Lipovei, I.I.Brad",E I,,,,,39352823-9483-4b98-8f1e-e1a320ddbba9
388,Icar,Icar,alee,,Soarelui,F7,,,,,c0c6dca9-3180-4de8-8511-fd7498487d04
390,Iederei,Iederei,intr.,,C.Şagului,B9,,,,,e8fc0ffc-439c-4eca-b49f-79883fea07b2
391,Iepurelui,Iepurelui,str.,,Fabric,F4,Epure,Epure,,Epure,d9def294-69d3-467c-8111-a90f9a528591
699,Ilia Repin,Repin Ilia,str.,,Plopi,J5,Repin Ilia,,,,6bff195c-3d72-4a13-acf2-ca16216a5645
2063,Ilie Gropşeanu,Str. Nouă,str.,HCL 150/2001,Freidorf-Canal Laker,"B9, C9",,,,,8ad5b013-a435-439a-ba89-0af305f68f31
392,Independenţei,Independenţei,str.,,"Rusu Şireanu,P-Ţa Crucii",D7,Coroana de Oţel,Coroana de Oţel,,Coroana de Oţel,f8e8cd06-c2b8-4ecd-bb32-dbdfe26f1192
394,Industriei,Industriei,bv.,,Plaf.Ind. C.Buziaşului,"H6,H7",,,,,49c9316d-ff34-4c6d-ae7e-9c0b962a3003
395,Inului,Inului,alee,,C.Şagului,"B8, B9",,,,,90dcfa98-9e8d-43ef-b725-b0a621cb307d
520,Ioachim Miloia,Miloia Ioachim,str.,,Miloia,"C8,C9,D8",Miloia I,,Miloia I,,dbf6174a-0fb1-4f23-9aca-6b03950c09d0
2288,Ioan Alexandru,Str. Nouă,str.,HCL 143/2012,Câmpului -Efta Botoca,,,,,,b6c58372-6746-46f2-818c-9078cfd82322
1059,Ioan Curea,Stadion,str.,HCJ 23/1993,Campus Univ.,D6,,,,,7a0a934d-2bab-46ea-b969-328359ad21d2
256,Ioan Dimitrie Suciu,Detunata,str.,HCJ 23/1993,Fabric,"F3, G3",Detunata,Detunata,,Detunata,61a5dfeb-c442-4ac4-b272-39984453cf60
2206,Ioan Grosu,Intr. Nouă,intr.,HCL 53/2006,Aeroport,,,,,,886f9a3c-0e15-4054-bfcc-e63041e4ccb5
512,Ioan Inocenţiu Micu Klein,Micu Ioan Inocenţiu Klein,str.,,Tigrului,G4,,,,,b7e54d2c-98bb-4db2-a681-07e131229f26
2303,Ioan Isac,Str.Nouă,str.,HCL 304/2012,Torontalului-Aeroport Cioca,,,,,,ada15ba8-17a2-4f85-a325-bfb0071d2525
2004,Ioan Lotreanu,Den. Nouă,str.,HCJ 5/2000,Lunei,G4,,,,,b7a6be35-d992-4258-b049-14877b2aac5f
561,Ioan Negulici,Negulici Ioan,str.,,Blaşcovici,"A4, B4",Negulici,Oraţiu,Negulici,Oraţiu,3a7adc50-d996-4006-a0bb-a82dbf291c6a
1062,Ioan Nistor,A Doua Str Parală Cu M.Basarab,str.,HCJ 23/1993,Bucovina,"B2, C1",,,,,e40f6ffb-8823-4b04-b69a-4759821df6bc
1170,Ioan Plavoşin,Ştefu Pompiliu,str.,HCJ 23/1993,"Mehala I, Mircea Cel Bătr","B2, B3",Pompiliu Ştefu,Plavoşin Ioan,Plavoşin Ioan,Plavoşin Ioan,ce82d1b4-4f99-4c22-ac38-332e4f101ff4
752,Ioan Slavici,Slavici Ioan,str.,,Slavici-Freidorf,"Y9, Y10",Slavici Ioan,,,,8fa03998-aa12-4b24-b5cd-5cea6d4bb1bc
2062,Ioan Stoia Udrea,Str. Nouă,str.,HCL 150/2001,Lidia-Mureş-Muzicescu,"H10, I10",,,,,f743a883-c780-460e-a5f8-efba79dd4dce
2072,Ioan Văsii,Str. Nouă,intr.,HCL 151/2001,Simion Bărnuţiu,H3,,,,,ec7e9af9-251d-4c91-ae16-dc456970a8a1
736,Iohann Schwicker,Schwicker Iohann,str.,,Ronaţ,"A3, A4",Aronceanu,Teodoric,Schwicker,Teodoric,6d95c5e6-4c25-496a-925c-451b7a714753
78,Ion Barac,Barac Ion,str.,,Iozefin,A7,Barac Ion,Barac Ion,,Barac Ion,2bc86794-bdea-46e3-b2d4-07160d86b246
2131,Ion Barbu,Str. Nouă,str.,HCL 169/2004,Lipovei-Armoniei,,,,,,4eeef7d6-a830-4abf-9a17-b6ad6f5389ab
1063,Ion C. Brătianu,De La Str. Eug.Corada La P-Ţa Iancu De Hunedoara,bv.,HCJ 23/1993,Cetate,D3,,,,,29e13df8-28db-4f26-aae4-bd5ffc933cfb
220,Ion Creangă,Creangă Ion,str.,,Timocului,"F3, G3",Creangă Ion,Creangă Ion,,Creangă Ion,79b51df3-6fed-400a-b680-9ca0a17e63e3
2143,Ion Cristoreanu,Str. Nouă,str.,HCJ 5/2000,Câmpului,H4,,,,,c6c59f56-27d8-4786-a6eb-4c39927de7d5
336,Ion Ghica,Ghica Ion,str.,,Iosefin,"B5, C5, C6",Ghica Ion,Ghica Ion,,Ghica Ion,aa8fff8c-1e18-4189-92e0-5990503480a5
690,Ion Heliade Rădulescu,Rădulescu Ion Heliade,str.,,Odobescu-T.Laurean,C6,Rădulescu Ion Heliade,Rădulescu Ion Heliade,Rădulescu Ion Heliade,Rădulescu Ion Heliade,a359cb52-6e24-41da-87aa-3d2148d5392a
2314,Ion Hobana,Stradă Nouă,str.,HCL 53/2013,Torontalului-Rubinstein-Aurel Pop,,,,,,d9b15ee1-c1ad-4946-8ac5-f94fb5caffe6
263,Ion Inculeţ,Dirijorului,str.,HCJ 23/1993,Bucovina,C1,,,,,abb641af-2d2c-4825-904f-10da95a9650e
397,Ion Ionescu De La Brad,Ionescu Ion De La Brad,str.,,"Lipovei, I.I.Brad","E I, EII,F1",I.Ionescu de la Brad,Kimel,,Bresel Maier,c33037b0-59bd-4725-9f4f-4961bb7c2812
2130,Ion Luca Bănăţeanu,Str. Nouă,str.,HCJ 5/2000,Câmpului,H4,,,,,ca7e03ae-2c54-4066-acc2-edef8556221e
142,Ion Luca Caragiale,Caragiale Ion Luca,str.,,Fabric,F4,Caragiale Ion Luca,Caragiale Ion Luca,,Caragiale Ion Luca,134f36aa-6436-4d65-9d81-62e17d3baa7c
1065,Ion Mihalache,Bicaz,str.,HCJ 23/1993,Timocului,"F3, G3",Joffre Mareşal,Joffre Mareşal,,Joffre Mareşal,db2a8138-1acb-4461-8ff5-4c4d69559ae7
2156,Ion Minulescu,Pralelă Cu I.Teodoreanu,str.,HCL 169/2004,Ghirodei-Bobâlna,,,,,,f0cf6468-01ba-4bdf-8493-abeeba7c7636
1267,Ion Monoran,Str. Nouă,str.,HCJ 5/2000,Lidia-Mureş,E9,,,,,4b5b3f24-f258-4d30-8e37-8c83d00c6daf
557,Ion Neculce,Neculce Ion,str.,,Lunei,"F4, F5,G4",Cronicarul Neculcea,Cronicarul Neculcea,Cronicarul Neculcea,Cronicarul Neculcea,854405e3-cf6a-4374-b940-4acd9c0b2c7e
656,Ion Pop Reteganul,Pop Reteganul Ion,str.,,Blaşcovici,B4,Pop Reteganul,Pop Reteganul,Pop Reteganul,Pop Reteganul,5d272f29-6f2e-47bf-9283-7eac7ba0c478
660,Ion Popovici Bănăţeanu,Popovici Bănăţeanu Ion,str.,,Mehala I,"A1, B1",Popovici Bănăţeanu Ion,Popovici Bănăţeanu Ion,Popovici Bănăţeanu Ion,Popovici Bănăţeanu Ion,615ea69c-4bbc-456e-bf13-0b4fe4d81668
687,Ion Raţiu,Raţiu Ion,str.,,Mehala Ii,"A3,A4",Raţiu Ion,Raţiu Ion,Raţiu Ion,,e66dba5e-ccb5-4194-8ccd-ec0951c17f7e
706,Ion Roată,Roată Ion,str.,,Viilor,"E I, E1",,,,,ae3d69f6-7843-4cd3-9ebe-bc43ccc9c384
1066,Ion Românu,Veac Nou,str.,HCJ 23/1993,Andreescu,"Z7, Z8",Veac Nou,,,,97248454-fe62-4f75-b355-0bc8c07d6f8a
1067,Ion Sârbu,Migdalului,str.,HCJ 23/1993,Miloia,"D8, D9",Sârbu Ioan Dr.,Sârbu Ioan Dr.,,Sârbu Ioan Dr.,35c27b62-3d86-43df-8464-fff6b7892894
2042,Ion Vidu,Siret,str.,HCJ 23/1993,Campus Univ.,"D6, E6",Siret,,Siretul,,cfa8dc1b-e881-4ad9-96f7-e287a211a9d7
909,Ion Zaicu,Zaicu Ion,str.,,"Aradului, Piaţa 700","C3, D3",Zaicu Ion,Zaicu Ion,Zaicu Ion,Zaicu Ion,53dac669-c7cb-4927-85ee-87006c585f92
2263,Ionel Drâmbă,Str. Nouă,intr.,HCL 355/2008,Mureş- Muzicescu,,,,,,520fead6-2809-4e2d-a579-ae966ab5eb6c
720,Ionel I. C. Brătianu,Russel N. Dr.,piaţă,HCJ 23/1993,Cetate,D3,Russel N. Dr.,,,,78d4d0b9-1bed-4122-8e55-d7eb58dbf6aa
221,Ionel Perlea,Creaţiei,alee,HCJ 23/1993,Circumv.Ii-Iv,"C2, C3",,,,,5b7384a2-a167-425f-a5de-2bf7256f1a1c
2092,Ionel Teodoreanu,Str. Nouă,str.,HCL 68/2003,Bobâlna,,,,,,e7add3af-f723-4a13-90f6-657c73edd5df
399,Iorgovanului,Iorgovanului,intr.,,Dâmboviţa,A8,,,,,4348c6ef-3a56-4e3c-88b4-e1a11fe2c993
2291,Iosif Costinaş,Fost Tronson Cocorilor Şi Tronson Grădinarilor,str.,HCL 143/2012,Plopi,,,,,,7c630716-47db-4698-ade4-4293546eb370
2274,Iosif Sârbu,Str. Nouă,str.,HCL 477/2009,Mureş-Musicescu,,,,,,fba750a2-4fa6-4b83-bd61-58a1211fe22f
872,Iosif Velceanu,Velceanu Iosif,str.,,Viilor,"E1, F1",,,Velceanu,,53402008-837f-414d-b631-27fb44132250
905,Iosif Vulcan,Vulcan Iosif,str.,,Tigrului,G3,Vulcan Iosif,Vulcan Iosif,Vulcan Iosif,Vulcan Iosif,cba34388-3513-40d0-977b-47ef81735476
201,Iovan Sterja Popovici,Colaborării,str.,HCJ 23/1993,C.Martirilor,E8,---,,,,60300134-804e-4b4d-a746-fd9f3a373033
402,Iris,Iris,str.,,C.Şagului,"B8,C8",Iris,Iris,,Iris,3395ea00-f710-4ab3-8210-b737033be56c
843,Ismail,Ţepeş Vodă,str.,HCJ 23/1993,Ghiroda,I3,Ţepeş Vodă,,,,470da2eb-0027-4488-9d2d-dcf622a99b08
2307,Istria,,piaţă,,Lunei,,,,,,326b1ce7-b89c-4192-b8fb-14e7b7ad0935
2030,Iulia Simu,Str. Nouă,intr.,HCL 151/2001,Freidorf (Slavici ),"A10, B10",,,,,25f129bd-1e59-4531-88e3-769b017e99e4
361,Iuliu Grozescu,Grozescu Iuliu,str.,,Timocului,G3,Grozescu Iuliu,Grozescu Iuliu,,Fortunei,b5fd4f14-c90d-4d3b-9630-3e28adb0d99a
946,Iuliu Maniu,Reşiţa,bv.,HCJ 23/1993,Iosefin,"B6, B7",Frobl,Frobl,,Frobl,65843d86-c375-40b0-b5ab-ff6780e031ae
946,Iuliu Maniu,Giratoriu C.Şag.B.Deleanu,piaţă,HCJ 23/1993,Iosefin,"B6, B7",,,,,995a6411-cae3-493a-a412-7cb7c7a61584
1075,Iuliu Podlipny,Petrila,str.,HGJ 23/1993,Ciarda Roşie,H10,Petrila,,,,434f8137-6a20-42f5-9558-7f8c83df2f1b
612,Ivan Petrovici Pavlov,Pavlov Ivan Petrovici,str.,,"Fratelia, Miloia, C.Mart.","D9, D10",,,,,e5171dca-7598-494c-8dbb-75afea40406c
407,Izlaz,Izlaz,str.,,Steaua,"A10, B10",Izlaz,,,,360950bd-32dc-48fe-bea2-a06a7a40a5c7
408,Izvorului,Izvorului,str.,,Piaţa Crucii,D6,,,,,aea25258-926d-429f-b853-15b56c4bcc5a
409,Înfrăţirii,Înfrăţirii,str.,,"Tipogr.,Kogălniceanu","E2,E3,F2",Făclie Alexandru,Saturn,,Saturn,bfe8a4c2-72de-4ff8-ac74-ef3a7b4c0276
410,Învăţătorului,Învăţătorului,str.,,Bucovina,C10,,,,,c88ed63b-4f3f-44a9-a35d-61276a815e00
626,J. H. Pestalozzi,Pestalozzi I. M.,str.,,Fabric-Campus Univ.,"E4, F4",Pestalozzi,Pestalozzi,Pestalozzi,Pestalozzi,79f33943-a2dd-4d5c-933c-8cc0e1a2c1c4
2079,Jean Monnet,Str. Nouă,intr.,HCJ 5/2000,Calea Martirilor,E9,,,,,0be80b94-a552-41b6-9406-4a383f5a23e8
478,Jean Paul Marat,Marat Jean Paul,str.,,Steaua,B 11,Marat Jean Paul,,,,814eda21-79e1-47ca-bc3c-53902c08a8e6
2278,Jecza Peter,Str. Nouă,str.,HCL 477/2009,Torontal După Aeroportul Utilitar,,,,,,23813330-9325-4b99-9278-6a1368db38ea
411,Jiul,Jiul,str.,,"Parcul Centr., Gară",C5,Jiul,Jiul,,Jiul,bd8ee837-6312-48a8-94d7-77b07b36982a
364,Johann Guttenberg,Guttenberg Johann,str.,,Stadion-C.Buziaşului,F5,Guttenberg Johann,Guttenberg Johann,,Guttenberg Johann,e5436c8b-0a40-4307-ad26-be77e4662c4c
2176,Johann Jakob Ehrler,Str.Nouă Între C.Urseni Şi Magnoliei,str.,HCL 498/2006,Urseni-C. Buziaşului,,,,,,f3061993-e38a-48bd-b9e7-9395fbabfa5f
669,Johann Nepomuk Preyer,Preyer Ioszef,str.,HCL477/2009,Iosefin,"A6,A7,B6",Rangheţ Iosif,Preyer,Preyer,Preyer,78816709-6c02-4088-9e21-4a69568c8c3c
367,Johann Sebastian Bach,Hamlet,str.,HCJ 23/1993,Circumv. I,"B3, C3",Hamlet,Hamlet,,,951a60d6-5526-423f-a606-2bc2487db964
2269,Johann Wolf,Str. Nouă,str.,HCL 477/2009,Torontal,,,,,,6242d108-9076-4519-a662-badfffd88e96
346,Johann Wolfgang Von Goethe,Goethe Johann W.,str.,,Loga,D4,Endre Ady,Endre Ady,,Endre Ady,598b14f3-0151-4f1a-9ce2-a18df223d069
2083,Johnny Weissmuller,Str. Nouă,str.,HCJ 5/2000,Dâmboviţa-Freidorf+E142,A8,,,,,3d966ca0-2120-42d6-8e21-f396f6a5c91a
947,Jokai Mor,Comsomolului,str.,DEC. 260/1990,Plopi,I 5,Comsomolului,,,,d8ca45af-2ad9-4269-878e-a9d7474e6fbb
18,Jorge Amado,Amado Jorge,str.,,Ghiroda,I 4,,,,,34e4e31b-58cb-4f51-a01e-96666eeb018a
2105,Jose Silva,Str. Nouă,str.,HCL 68/2003,Mureş-Muzicescu,,,,,,b74946ae-90bd-425d-a2cd-1ead80b0b419
2089,Joseph Haydn,Intr. Nouă,intr.,HCL 68/2003,Mureş-Muzicescu,,,,,,2c3a4d8d-ca5d-4868-92f5-7bc5730d0d4f
2031,Joseph Strauss,Str. Nouă,str.,HCL 200/2002,Urseni Legumiculturii,I10,,,,,34c769f0-f9fe-4610-b669-5d23bed3f6ee
282,Joszef Attila,Duzilor,str.,HCJ 23/1993,C.Martirilor,D8,,,,,279e6208-f5a6-4ec8-906f-215ed9adc6a4
2081,Jules Michelet,Str Nouă,str.,HCJ 5/2000,Lidia,E9,,,,,2aa3f7fe-a06e-4c08-9c7d-07ef1de6a4f0
876,Jules Verne,Verne Jules,str.,,Plopi,"I 4, I 5",Verne Jules,,,,115c6e5c-9f2e-4b64-94cf-08d9ec7b1a65
2133,Jupiter,Perpendiculară Pe Legumiculturii,str.,HCL 169/2004,Urseni-Legumicult,,,,,,572b5139-b57f-4b54-bac7-407bb68bbaf7
2219,Karl Brocky,Str. Nouă,str.,HCL 182/2007,Freidorf-Şagului-Bacalbaşa,,,,,,b558eb61-8106-4d93-8722-0f42f30322ee
2218,Karl Kerenyi,Str. Nouă,str.,HCL 182/2007,Freidorf-Şagului-Bacalbaşa,,,,,,96ed4bf8-ee15-4398-bcf9-5d8625adc71d
2289,Karlsruhe,Sfântul Iosif Cel Nou,piaţă,HCL143/2012,1 Decembrie-Fosta Piaţă Bihor,,Bihor,,,,a85ed930-5599-4ea4-8293-b5ad3d7f56ca
2268,Karoly Kos,Str. Nouă,str.,HCL 477/2009,Torontal,,,,,,aa06c07c-f856-4770-b308-08898d488c6b
354,Kodaly Zoltan,Gozna,intr.,HCJ 23/1993,Dorobanţilor,G2,,,,,8170c5d4-017b-4e05-89b6-5e03dda4d608
415,Labirint,Labirint,str.,,Circumv.Ii-Iv,"B2,B3,C2,C3",,,,,80724ade-2079-44f9-ad7d-d36ce04128a6
417,Lacului,Lacului,str.,,Dâmboviţa,"A8, A9",,,,,47188653-df38-4c65-b8db-7f11bb78c072
419,Lalelelor,Lalelelor,str.,,"Crişan, Dorobanţilor","G2,G3,H3",Breiner Bela,Trăilă Prota,,Trăilă Prota,d45c436f-f394-4571-8ec4-4b577231df07
1079,Lascăr Catargiu,Lazăr Alexandru,str.,HCJ 23/1993,Campus Universitar,"E5, F5",Catargiu Barbu,Catargiu Barbu,Barbu Lăutaru,Catargiu Barbu,a4b6ab1b-4529-4960-935d-c650fa1b9f0a
2157,Laurenţiu Nicoară,Între P.Constantinescu Şi Lacului,str.,HCL 169/2004,Şagului-Lacului,,,,,,0370e84a-ba72-4f27-ad7a-728ec23470f1
2157,Laurenţiu Nicoară,Prelungire,str.,HCL 164/2006,Vasia Vasilescu-Lacului,,,,,,d0d3a42f-283c-4d9e-a5f3-30fb709dec82
831,Laurian August Treboniu,Laurian August Treboniu,str.,,Elisabetin,"C5, C6",Laurean August Treboniu,Laurean August Treboniu,Laurean August Treboniu,Laurean August Treboniu,e225bb02-755d-4f4b-84c3-b2bbeebf01e1
1911,Lămâiţei,Lămâiţei,str.,,"Andreescu, Freidorf","Z8, Z9",,,,,606f96a2-15ca-4f7d-a9ff-1c5c9fc8a798
425,Lăptarilor,Lăptarilor,str.,,Ghiroda,"I 2,I 3",,,,,b11713a0-2ff0-4d4c-b594-4812896aa13b
426,Lăutarilor,Lăutarilor,str.,,Campus Universitar,F5,Lăutarilor,Lăutarilor,,Lăutarilor,e84fe83b-c165-449b-93de-477ec2f6fd7e
428,Leandrului,Leandrului,str.,,Aradului Est,D I,,,,,6e4de46e-4fe8-45bc-b906-1c1eecc257b6
430,Legumiculturii,Legumiculturii,str.,,Venus,"G8,G9",,,,,59538556-96aa-4bee-9b38-c49cbcde08c9
431,Lemnari,Lemnari,str.,,Ghiroda,I 2,,,,,848eb946-b1f3-4e0b-9ea3-1040671bd06b
1080,Leonardo Da Vinci,În Giratoriu La Bv.Pârvan Cu Axul Str. Michelangelo-Cluj,piaţă,HCJ 23/1993,Campus Universitar,E5,Petofi,,Gheorghe Mârzescu,,04bfcf50-080d-483d-ac50-e3fbe362a07e
434,Letea,Letea,str.,,Miloia,"C8, C9",Letea,Letea,,Letea,a8b2e246-9181-4c83-a3bc-c81cbe5c94eb
435,Leului,Leului,str.,,Campus Universitar,F5,Leului,Leului,,Leului,408f4922-47ab-460e-9355-120fd7644049
822,Lev Tolstoi,Tolstoi Lev,str.,,Kiriac,C8,Tolstoi,Tolstoi,Tolstoi,Tolstoi,0cefd63a-de92-404c-93b3-dc82bbd3dccf
436,Levănţica,Levănţica,str.,,"Lunei, Tigrului",G4,Finteus,Finteus,Tirteus,Finteus,36c8f0eb-f71c-4c7e-98b2-ab10aa9202e6
437,Libelulei,Libelulei,alee,,Circumv. Ii-Iv,C2,,,,,6229cb1b-3289-4270-a04e-868d5f03f4a6
438,Libertăţii,Libertăţii,piaţă,,Cetate,D4,Libertăţii,Libertăţii,,Libertăţii,04c44f98-a641-4588-905b-bc700737ac49
440,Liege,Liege-Între Str.Carei Şi Calea Torontalului,str.,HCL 143/2012,Aradului Vest,"C1, C I",Liege,Liege,,Liege,63467c64-e2f7-4925-8505-c0089d732e3d
1236,Liliacului,Liliacului,str.,,Ronaţ,Y4,,,Liciu,,898541e0-f813-4ca3-a121-bdbf2f0bd023
441,Liman,Liman,str.,,Ronaţ,"Y5,Z5",Liman,Liciu,Liciu,Liciu,81792d2c-f972-4dca-8354-d85bc6817694
442,Liniştei,Liniştei,str.,,Aradului Est,"C I, D I",Liniştei,Liniştei,Liniştei,Liniştei,2d066a49-3876-40d6-b401-40fa870404ae
445,Lirei,Lirei,alee,,Aradului Est,D I,,,,,5a96da3d-7d60-4560-aa0c-797f3b306c16
446,Lisabona,Lisabona,str.,,Blaşcovici,A4,Lisabona,Lisabona,,Lisabona,638662f3-1b05-459d-af70-915a56262bf4
447,Livezilor,Livezilor,str.,,Ronaţ,"Z3, Z4",Livezilor,Livezilor,Livezilor,Livezilor,ea5e9ea0-e3c6-4283-959e-22c41ff618ce
948,Liviu Rebreanu,L. Rebreanu De La C.Martirilor 1989 La C.Şagului,bv.,DEC.260/1990,"Spital, C.Martirilor","C8,D7,D8,E",Plăvăţ Ştefan,Regent Buzdugan,Regent Buzdugan,Regent Buzdugan,05de9948-fde5-4f33-beb1-4d15f550d302
2214,Liviu Tempea,Str. Nouă,str.,HCL 182/2007,"Plopi-R.Walter,Câmpului",,,,,,b8d44c46-431e-4a05-ba70-1b6e009137b6
2246,Loichiţă Vasile,Str. Nouă,str.,HCL 182/2007,Torontal-Grigore Alexandrescu,,,,,,fbcce8e7-5497-4f2e-8722-eaa5a211a7a8
450,Lorena,Lorena,str.,,Kogăl.Telegraf.Modern,"F2,G1,G2",Lorena,Lorena,Lorena,Lorena,588841d5-8620-42ca-912c-d36bddd20f69
611,Louis Pasteur,Pasteur Louis,str.,,Lipovei Viilor,E1,Pasteur Louis,Pasteur Louis,Radio,Pasteur Louis,e548da5b-b7c1-437f-918b-32903c73f3b7
72,Lt. Ovidiu Balea,Balea Ovidiu Lt,str.,,Ronaţ,"A2, Z2, Y2",Balea Ovidiu Lt.,Balea Ovidiu Lt.,,Calea Săcălaz,a7ea61c2-f897-4686-810f-baab1373e6be
72,Lt. Ovidiu Balea,Prelungire Balea Ovidiu Lt,str.,HCL 53/2013,Mehala,,,,,,cccfa774-d805-4a34-a771-babbe6cd41f5
453,Luceafărul,Luceafărul,str.,,C.Şagului,"B8, B9",,,,,6f9a5330-6b30-4f6b-9136-8cd67ade0028
454,Lucerna,Lucerna,str.,,I.I.De La Brad,"F I, F1",Lucerna,Lucerna,Lucerna,Lucerna,d1b6e959-6ace-4e9d-a962-42cee9960520
103,Lucian Blaga,Marx Karl,str.,DECIZIA260/90,Cetate,D4,,,,,7bb6e648-e646-4afd-a0f7-1073e0063dcf
455,Luduş,Luduş,str.,,Plopi,I4,,,,,de79fba8-011f-42b1-9c4a-112a0d315ec2
94,Ludwig Van Beethoven,Beethoven Ludwig Van,str.,,Loga,E4,Beethoven Ludwig von,Beethoven Ludwig von,,Beethoven Ludwig von,742cb405-efb9-4b89-b926-4eb808333dd2
525,Ludwig Von Ybl,Minotaurului,str.,HCJ 23/1993,C.Martirilor,D9,Minotaurului,Milov,,Milov,bf0c1435-ef64-40c5-a1bd-417599bbecb4
456,Lugojului,Lugojului,str.,,Telegrafului,"F2,G2",,,,,6209f09c-d2b8-4ffe-b36d-2f9339d0271c
329,Luigi Galvani,Galvani Luigi,str.,,Viilor,"E1, E2, EI",,,,,8e29123e-5b46-4f08-bb4e-03cf01e4bd83
1082,Luminiţa Boţoc,O Parte Din Str.Padeşului,str.,HCJ 23/1993,Lipovei,E1,,,,,89c96f07-cf94-4126-8d99-a1a4ad3ffbaf
458,Luncani,Luncani,str.,,Ghiroda,"I 3, I 4",Pravda,,,,24a3fc32-7972-4e47-a8d8-cf17e8b44721
459,Luncii,Luncii,str.,,Ghiroda,"I 2, I3",,,,,2ea9e454-2e90-467a-9bea-213d3ba8756f
461,Lunei,Lunei,str.,,Lunei,G4,Lunei,Lunei,Lunei,Lunei,2eb23655-2b72-4cec-9bd3-94f1d9647b94
460,Lungă,Lungă,intr.,,Iosefin,B6,,,,,47f249c3-c8ad-4c0a-8862-c19af9c590ab
462,Lupeni,Lupeni,str.,,Blaşcovici,A4,Lupeni,Mina Haiducească,Lupeni,Mina Haiducească,ed4668d1-ae77-4f48-bda1-d05cae29eb8e
465,Luţă Ioviţă,Luţă Ioviţă,str.,,Ciarda Roşie,"H9,H10",Luţă Ioviţă,,,,4d4f87ce-6582-4d41-ae19-9cee52ba910b
466,Macarie,Macarie,str.,,Andreescu,Y8,Macarie,,,,60591a23-e22d-4287-a0e1-a317b7040418
468,Macilor,Macilor,str.,,"Mehala Ii, M.Cel Bătrân","B2, B3",Roza de Luxemburg,Istim,Istin,Istim,d91947ad-1904-4576-a287-c4eea2dcac97
469,Madona,Madona,str.,,"Ronaţ,Balta Verde","Z4, A4",Madona,Madona,,Madona,463807d8-7c89-44f0-a3bc-d623ba955bba
