uuid,set,set_ro,name,name_ro,published
0f86236e-e0bd-44f2-be92-8351fd514e6b,Residential,Locuire,Mixed Residential Development,,false
3dd647a0-b837-40ef-a75c-9f8e5336eb8f,Residential,Locuire,Multi-family,,false
ec3c1ac3-e1d5-41fa-af5c-4430bc618df2,Residential,Locuire,Other,,false
7b023a21-3f4b-4ace-ac65-55f2abb0295c,Residential,Locuire,Planned Development,,false
219f623f-8f0b-4e8e-9398-b9af334d35c7,Residential,Locuire,Post World War II and Early Freeway Suburb,,false
33e473bc-96e8-4223-b39c-eebf6a9380a6,Residential,Locuire,Streetcar Suburb,,false
a8b4269e-b3bd-44f8-865a-80558805da81,Residential,Locuire,Subdivision,,false
814c709d-b52c-435d-ba4f-885e5b506b33,Cemetery,Cimitir,Altar Tomb,,false
581bd6a3-d06a-4a62-886f-96aa626002bd,Cemetery,Cimitir,Chamber Tomb,,false
a42a34d1-bc1c-492b-ab90-a5632d85b8a0,Cemetery,Cimitir,Chullpa,,false
9e17b80f-b842-459a-a770-fd3946a7a9e4,Cemetery,Cimitir,Cist Grave,,false
dd9b1272-e035-4216-a642-24fdbb8bad6d,Cemetery,Cimitir,Mastaba (Tomb),,false
61a42156-75b4-4994-9dd0-41bea4284529,Cemetery,Cimitir,Naveta,,false
ddfb948c-f2fd-4977-862a-9602150a2e93,Cemetery,Cimitir,Pillar Tomb,,false
e3814f94-c8ff-4aee-9eeb-e5fe63c64d7f,Cemetery,Cimitir,Pyramid (Tomb or Platform),,false
acf4864e-6a92-4c3a-9702-fe4eb182e7b4,Cemetery,Cimitir,Rock-cut Tomb,,false
af47e46e-c6c4-4f25-9e19-b11e42874dd4,Cemetery,Cimitir,Shaft Graves (Tomb),,false
0d8e2651-df39-4d2b-a883-f04357e48034,Cemetery,Cimitir,Tholos Tomb,,false
83720acc-ee93-4a3a-b5bb-e25b3f2671e2,Cemetery,Cimitir,Tile Grave,,false
623f780f-6df2-40cb-8079-19979519ceaf,Cemetery,Cimitir,Tower-Tomb,,false
df763a9a-577d-46fd-b54d-4983bea19d4b,Cemetery,Cimitir,Unfinished Tomb,,false
