uuid,type,created,updated
aef42e65-061c-4bad-a3e6-1e04c8ce0db2,Building,1499772042,1499772042
f78c8606-91cd-44ad-8175-c58abf31a87f,Structure,1499772042,1499772042
70084e11-43ca-412b-a931-5eb9efdc4402,Site,1499772042,1499772042
6ba5ffed-dc98-4697-95c3-2b7fee79f3f0,District,1499772042,1499772042
7f831cfc-0a09-4d29-b4e6-945a04afbec8,Object,1499772042,1499772042
