uuid,type,set,aspect,aspect_ro,area,area_ro,value,value_ro,published
0a5d1e89-30e2-4637-a710-f87efb69411f,access,door_type,Door,Ușă,,,Security door,Suprasecurizate,true
c89b0d2b-b2e8-449c-ab56-8384bd9a802d,access,door_type,Door,Ușă,,,Sidelights,Luminatoare laterale,false
0326337c-156b-493a-9ada-2bd4884bc42a,access,door_type,Door,Ușă,,,Single,Simplă,true
25006505-2677-402e-b523-45b690259cff,access,door_type,Door,Ușă,,,Sliding,Glisante / culisante,true
d9981236-8573-42a8-a632-45d82583f93d,access,door_type,Door,Ușă,,,Transom,,false
6a8b3159-0116-44cb-8ec7-ec01462d8a31,access,door_type,Door,Ușă,,,Unknown,Altele,true
b7eed185-e966-4059-b940-006fdc28fe14,access,door_type,Door,Ușă,,,Wood screen,,false
dd35bce2-49d5-4ec6-94fb-12f931918a58,access,entryway_type,Entryway,Intrare,,,Arches,Arcadă,true
02a2ba5e-855c-47e1-8e53-276b21863b5e,access,entryway_type,Entryway,Intrare,,,Atrium,,false
b74170d1-72b8-46dd-b726-250f4628e750,access,entryway_type,Entryway,Intrare,,,Awning(s),Copertină,true
1481df52-95a8-44ab-97ef-68c384a4d3c2,access,entryway_type,Entryway,Intrare,,,Balcony,Balcon / terasă descoperită,true
8c4b027a-0747-4eca-966e-edac46526291,access,entryway_type,Entryway,Intrare,,,Balustrade,Balustradă,true
4cbb151d-056b-4649-8bdf-d1e801de5123,access,entryway_type,Entryway,Intrare,,,Canopy,,false
bf5a7b20-611e-4e9a-bbc6-3e7665876977,access,entryway_type,Entryway,Intrare,,,Colonnade/arcade,Colonadă / arcadă,true
dbf251db-f620-4705-b444-ebef6f6c9fa1,access,entryway_type,Entryway,Intrare,,,Columns,Pilaștri adosați,true
b9ef279b-217e-42ce-8801-c59220e70b45,access,entryway_type,Entryway,Intrare,,,Courtyard,Curte interioară / patio,true
3f4c69da-e431-4d05-aca5-7c7da5f93b51,access,entryway_type,Entryway,Intrare,,,Marquee,Marchiză,true
0b166bcf-8adb-4cd4-9ddf-f80a10cab4c9,access,entryway_type,Entryway,Intrare,,,Patio,,false
397d3614-6d83-4e71-b900-f2a74130baa6,access,entryway_type,Entryway,Intrare,,,Pilasters,,false
a1737549-496f-4961-9720-388a3a51aaee,access,entryway_type,Entryway,Intrare,,,Portico,Porte-cochère,true
ffde22c1-b106-4887-8ad9-653e504b80ff,access,entryway_type,Entryway,Intrare,,,Projecting,În rezalit,true
0758e06f-28c7-48b0-9e8f-011784f44fa0,access,entryway_type,Entryway,Intrare,,,Recessed,Retras,true
a07c139e-3449-4988-be49-4f2692a5ccda,access,entryway_type,Entryway,Intrare,,,Stoop,,false
c3cd2c14-1354-4dba-b418-559207162dcd,access,entryway_type,Entryway,Intrare,,,Subterranean,Acces în demisol / subsol,true
3e23bac7-1304-44d6-8a12-d4c03f4afe9c,access,entryway_type,Entryway,Intrare,,,Vehicular entry,Acces auto,true
26a92661-98fc-4cdb-a2d5-370fb38eb773,access,entryway_type,Entryway,Intrare,,,Wall,Acces zidit,true
6f724a4c-cead-4fce-bda9-be88f88421f6,access,portal_type,Porch,Portal,,,Entrance porch/stoop,Baldachin de intrare,true
7a982b68-e3a9-468c-951e-5c53e43fe2f7,access,portal_type,Porch,Portal,,,Full width,Pe intraga lungime,false
cceb92d4-6808-411b-a84b-185ad370c044,access,portal_type,Porch,Portal,,,Partial width,Partial pe o latura,false
ce3456ce-c0da-4b18-ae97-ed11bba36f39,access,portal_type,Porch,Portal,,,Porch Rail (Porch Rail),Mana curenta,false
9a037a05-34b2-4592-890c-6714ce8af78d,access,portal_type,Porch,Portal,,,Porch Supports (Porch Supports),,false
69118d5a-c031-4e73-a546-81b1745c0824,access,portal_type,Porch,Portal,,,Projecting,Iesita din planul peretelui,false
f92fdf7a-aab5-43ea-8fe5-8f884b3ecee3,access,portal_type,Porch,Portal,,,Recessed,Intrata in planul peretelui,false
7acb7565-b205-41ad-b59d-29aeffc315b2,access,portal_type,Porch,Portal,,,"Roof, flat",Acoperis plat / copertina,false
66f9df7c-161a-4dc3-80c6-5ce37778d352,access,portal_type,Porch,Portal,,,"Roof, gable",,false
791a4c6c-2af1-4e86-8c8c-aee8227d609b,access,portal_type,Porch,Portal,,,"Roof, hipped",Sarpanta,false
580a81d0-7b72-47d7-bea3-a6055135feaf,access,portal_type,Porch,Portal,,,"Roof, mansard",Mansarda,false
aee09c47-e163-433a-8692-e973cb027328,access,portal_type,Porch,Portal,,,"Roof, parapet",Parapet,false
6340bb44-276e-4756-818a-237b6512d2df,access,portal_type,Porch,Portal,,,"Roof, shed",Magazie,false
ed39e5c6-1631-4888-abce-45b10738c0e3,access,portal_type,Porch,Portal,,,Wraparound,Care invaluie cladirea in intregime,false
